entity,id,cluster,x,y
http://example.org/publication-ontology#author_Kristin_Glass,861,2,-0.35826308,-0.006970346
http://example.org/publication-ontology#author_Kristina_Miller,862,2,-0.3183661,-0.05320698
http://example.org/publication-ontology#author_Kristina_Weiler,863,0,0.111324914,0.01976192
http://example.org/publication-ontology#author_Kuan-Ying_Lee,864,3,0.19991586,-0.03260088
http://example.org/publication-ontology#author_Kun_Chang_Lee,865,2,-0.32997748,-0.009045303
http://example.org/publication-ontology#author_Kwancheol_Shin,866,0,-0.012752511,0.10592204
http://example.org/publication-ontology#author_Kyle_Beltran_Hatch,867,2,-0.22947636,-0.10027325
http://example.org/publication-ontology#author_Kyle_Siler,868,3,0.19945821,-0.16249043
http://example.org/publication-ontology#author_Kyoung-Jae_Lee,869,0,0.09903186,0.07787731
http://example.org/publication-ontology#author_Kyoung-Joo_Lee,870,3,0.17977037,-0.034817815
http://example.org/publication-ontology#author_Kyriakos_Mouratidis,871,3,0.19021434,0.03290075
http://example.org/publication-ontology#author_Kyungmin_Kim_0002,872,2,-0.312162,0.063957036
http://example.org/publication-ontology#author_Lai-Bing_Lu,873,2,-0.13105592,0.012989104
http://example.org/publication-ontology#author_Lai_Wei_0001,874,3,0.022710517,-0.13077033
http://example.org/publication-ontology#author_Laijun_Wang,875,3,0.24398726,-0.075261354
http://example.org/publication-ontology#author_Laixi_Shi,876,2,-0.31321967,-0.021717012
http://example.org/publication-ontology#author_Lamar_O._Mair,877,3,0.037015326,0.013290137
http://example.org/publication-ontology#author_Lan_Wang,878,3,0.10499628,-0.018281996
http://example.org/publication-ontology#author_Lang_Li_0002,879,2,-0.2862057,-0.015109956
http://example.org/publication-ontology#author_Lars_C._P._M._Quaedvlieg,880,2,-0.28586027,0.058989793
http://example.org/publication-ontology#author_Lars_Lau_Rakt,881,0,0.19307405,0.0766218
http://example.org/publication-ontology#author_Latif_Ladid,882,0,0.16989407,0.068624616
http://example.org/publication-ontology#author_Laura_M._Smith,883,2,-0.35949212,-0.04055822
http://example.org/publication-ontology#author_Laure_Petrucci,884,3,0.09743817,-0.15530938
http://example.org/publication-ontology#author_Lavinia_Grosu,885,3,0.28843915,-0.08757162
