"id:ID","name",":LABEL"
"author_Hans-Werner_Gsgen","Hans-Werner Gsgen","Author"
"author_Manfred_Fidelak","Manfred Fidelak","Author"
"author_Xiaoming_Tao_0001","Xiaoming Tao 0001","Author"
"author_Chunxiao_Jiang","Chunxiao Jiang","Author"
"author_Jie_Liu","Jie Liu","Author"
"author_Ailing_Xiao","Ailing Xiao","Author"
"author_Yi_Qian_0001","Yi Qian 0001","Author"
"author_Jianhua_Lu","Jianhua Lu","Author"
"author_Spyridon_Panagiotakis","Spyridon Panagiotakis","Author"
"author_Athanassia_Alonistioti","Athanassia Alonistioti","Author"
"author_Bo_Peng","Bo Peng","Author"
"author_Andrew_Suk","Andrew Suk","Author"
"author_Jack_J._Dongarra","Jack J. Dongarra","Author"
"author_Mohammad_Dehghani_Soltani","Mohammad Dehghani Soltani","Author"
"author_Ardimas_Andi_Purwita","Ardimas Andi Purwita","Author"
"author_Iman_Tavakkolnia","Iman Tavakkolnia","Author"
"author_Harald_Haas","Harald Haas","Author"
"author_Majid_Safari","Majid Safari","Author"
"author_Blai_Bonet","Blai Bonet","Author"
"author_Yao_Lu","Yao Lu","Author"
"author_Zhirong_Yang","Zhirong Yang","Author"
"author_Jukka_Corander","Jukka Corander","Author"
"author_Alexis_E._Block","Alexis E. Block","Author"
"author_Hasti_Seifi","Hasti Seifi","Author"
"author_Otmar_Hilliges","Otmar Hilliges","Author"
"author_Roger_Gassert","Roger Gassert","Author"
"author_Katherine_J._Kuchenbecker","Katherine J. Kuchenbecker","Author"
"author_Xingyun_Hong","Xingyun Hong","Author"
"author_Yan_Shao","Yan Shao","Author"
"author_Zhilin_Wang","Zhilin Wang","Author"
"author_Manni_Duan","Manni Duan","Author"
"author_Jin_Xiongnan","Jin Xiongnan","Author"
"author_Yonatan_Yehezkeally","Yonatan Yehezkeally","Author"
"author_Haider_Al_Kim","Haider Al Kim","Author"
"author_Sven_Puchinger","Sven Puchinger","Author"
"author_Antonia_Wachter-Zeh","Antonia Wachter-Zeh","Author"
"author_Ming-Feng_Li","Ming-Feng Li","Author"
"author_Min_Sun","Min Sun","Author"
"author_Rashmi_Murthy","Rashmi Murthy","Author"
"author_Yi-Hsuan_Lin","Yi-Hsuan Lin","Author"
"author_Kwancheol_Shin","Kwancheol Shin","Author"
"author_Jennifer_L._Mueller","Jennifer L. Mueller","Author"
"author_Erle_Zhu","Erle Zhu","Author"
"author_Yadi_Liu","Yadi Liu","Author"
"author_Zhe_Zhang","Zhe Zhang","Author"
"author_Xujun_Li","Xujun Li","Author"
"author_Jin_Zhou","Jin Zhou","Author"
"author_Xinjie_Yu","Xinjie Yu","Author"
"author_Minlie_Huang","Minlie Huang","Author"
"author_Hongning_Wang","Hongning Wang","Author"
"author_Mengfei_Li","Mengfei Li","Author"
"author_Ming_Lu","Ming Lu","Author"
"author_Xiaofang_Li","Xiaofang Li","Author"
"author_Shanghang_Zhang","Shanghang Zhang","Author"
"author_Penghong_Wang","Penghong Wang","Author"
"author_Hao_Wang","Hao Wang","Author"
"author_Wenrui_Li","Wenrui Li","Author"
"author_Xiaopeng_Fan","Xiaopeng Fan","Author"
"author_Debin_Zhao","Debin Zhao","Author"
"author_Yichao_Fu","Yichao Fu","Author"
"author_Junda_Chen","Junda Chen","Author"
"author_Siqi_Zhu","Siqi Zhu","Author"
"author_Zheyu_Fu","Zheyu Fu","Author"
"author_Zhongdongming_Dai","Zhongdongming Dai","Author"
"author_Aurick_Qiao","Aurick Qiao","Author"
"author_Hao_Zhang_0025","Hao Zhang 0025","Author"
"author_Pavithra_Prabhakar","Pavithra Prabhakar","Author"
"author_Shipra_Agrawal_0001","Shipra Agrawal 0001","Author"
"author_Zizhuo_Wang_0001","Zizhuo Wang 0001","Author"
"author_Yinyu_Ye_0001","Yinyu Ye 0001","Author"
"author_Alkis_Kalavasis","Alkis Kalavasis","Author"
"author_Anay_Mehrotra","Anay Mehrotra","Author"
"author_Manolis_Zampetakis","Manolis Zampetakis","Author"
"author_Minjia_Shi","Minjia Shi","Author"
"author_Zahra_Sepasdar","Zahra Sepasdar","Author"
"author_Rongsheng_Wu","Rongsheng Wu","Author"
"author_Patrick_Sol","Patrick Sol","Author"
"author_Dongqi_Fu","Dongqi Fu","Author"
"author_Jingrui_He","Jingrui He","Author"
"author_Hanghang_Tong","Hanghang Tong","Author"
"author_Ross_Maciejewski","Ross Maciejewski","Author"
"author_Sangjun_Han","Sangjun Han","Author"
"author_Taeil_Hur","Taeil Hur","Author"
"author_Youngmi_Hur","Youngmi Hur","Author"
"author_Kathy_Sangkyung_Lee","Kathy Sangkyung Lee","Author"
"author_Myungyoon_Lee","Myungyoon Lee","Author"
"author_Hyojae_Lim","Hyojae Lim","Author"
"author_Will_Pryor","Will Pryor","Author"
"author_Yotam_Barnoy","Yotam Barnoy","Author"
"author_Suraj_Raval","Suraj Raval","Author"
"author_Xiaolong_Liu_0002","Xiaolong Liu 0002","Author"
"author_Lamar_O._Mair","Lamar O. Mair","Author"
"author_Daniel_Lerner","Daniel Lerner","Author"
"author_Onder_Erin","Onder Erin","Author"
"author_Gregory_D._Hager","Gregory D. Hager","Author"
"author_Yancy_Diaz-Mercado","Yancy Diaz-Mercado","Author"
"author_Axel_Krieger","Axel Krieger","Author"
"author_Pooja_Pandey","Pooja Pandey","Author"
"author_Anton_Shapkin","Anton Shapkin","Author"
"author_Denis_Litvinov","Denis Litvinov","Author"
"author_Timofey_Bryksin","Timofey Bryksin","Author"
"author_Evan_Ettinger","Evan Ettinger","Author"
"author_Yoav_Freund","Yoav Freund","Author"
"author_David_Stenger","David Stenger","Author"
"author_Robert_Ritschel","Robert Ritschel","Author"
"author_Felix_Krabbes","Felix Krabbes","Author"
"author_Rick_Vowinkel","Rick Vowinkel","Author"
"author_Hendrik_Richter_0001","Hendrik Richter 0001","Author"
"author_Chen_Chen_0017","Chen Chen 0017","Author"
"author_Xinlong_Hao","Xinlong Hao","Author"
"author_Weiwen_Liu","Weiwen Liu","Author"
"author_Xu_Huang_0008","Xu Huang 0008","Author"
"author_Xingshan_Zeng","Xingshan Zeng","Author"
"author_Shuai_Yu","Shuai Yu","Author"
"author_Dexun_Li","Dexun Li","Author"
"author_Shuai_Wang_0020","Shuai Wang 0020","Author"
"author_Weinan_Gan","Weinan Gan","Author"
"author_Yuefeng_Huang","Yuefeng Huang","Author"
"author_Wulong_Liu","Wulong Liu","Author"
"author_Xinzhi_Wang","Xinzhi Wang","Author"
"author_Defu_Lian","Defu Lian","Author"
"author_Baoqun_Yin","Baoqun Yin","Author"
"author_Yasheng_Wang","Yasheng Wang","Author"
"author_Wu_Liu","Wu Liu","Author"
"author_Mohammad_Haft-Javaherian","Mohammad Haft-Javaherian","Author"
"author_Linjing_Fang","Linjing Fang","Author"
"author_Victorine_P._Muse","Victorine P. Muse","Author"
"author_Chris_B._Schaffer","Chris B. Schaffer","Author"
"author_Nozomi_Nishimura","Nozomi Nishimura","Author"
"author_Mert_R._Sabuncu","Mert R. Sabuncu","Author"
"author_Qian_Wang","Qian Wang","Author"
"author_He_Chen_0001","He Chen 0001","Author"
"author_Yonghui_Li_0001","Yonghui Li 0001","Author"
"author_Branka_Vucetic","Branka Vucetic","Author"
"author_Tiehang_Duan","Tiehang Duan","Author"
"author_Zhenyi_Wang_0001","Zhenyi Wang 0001","Author"
"author_Gianfranco_Doretto","Gianfranco Doretto","Author"
"author_Fang_Li","Fang Li","Author"
"author_Cui_Tao","Cui Tao","Author"
"author_Donald_A._Adjeroh","Donald A. Adjeroh","Author"
"author_Alex_Bewley","Alex Bewley","Author"
"author_Pei_Sun","Pei Sun","Author"
"author_Thomas_Mensink","Thomas Mensink","Author"
"author_Dragomir_Anguelov","Dragomir Anguelov","Author"
"author_Cristian_Sminchisescu","Cristian Sminchisescu","Author"
"author_Sebastian_Debus","Sebastian Debus","Author"
"author_Tobias_Metzlaff","Tobias Metzlaff","Author"
"author_Forrest_Sheng_Bao","Forrest Sheng Bao","Author"
"author_Yuanlin_Zhang_0002","Yuanlin Zhang 0002","Author"
"author_Donald_Yu-Chun_Lie","Donald Yu-Chun Lie","Author"
"author_Sicong_Huang_0001","Sicong Huang 0001","Author"
"author_Qiyang_Li","Qiyang Li","Author"
"author_Cem_Anil","Cem Anil","Author"
"author_Xuchan_Bao","Xuchan Bao","Author"
"author_Sageev_Oore","Sageev Oore","Author"
"author_Roger_B._Grosse","Roger B. Grosse","Author"
"author_Chao_Lei","Chao Lei","Author"
"author_Nir_Lipovetzky","Nir Lipovetzky","Author"
"author_Krista_A._Ehinger","Krista A. Ehinger","Author"
"author_Leila_Pishdad","Leila Pishdad","Author"
"author_Ran_Zhang","Ran Zhang","Author"
"author_Konstantinos_G._Derpanis","Konstantinos G. Derpanis","Author"
"author_Allan_D._Jepson","Allan D. Jepson","Author"
"author_Afsaneh_Fazly","Afsaneh Fazly","Author"
"author_Rafael_Gregorio_Lucas_D'Oliveira","Rafael Gregorio Lucas D'Oliveira","Author"
"author_Marcelo_Firer","Marcelo Firer","Author"
"author_Vincent_D._Blondel","Vincent D. Blondel","Author"
"author_Stphane_Gaubert","Stphane Gaubert","Author"
"author_Natacha_Portier","Natacha Portier","Author"
"author_Luca_Dall'Asta","Luca Dall'Asta","Author"
"author_J._Ignacio_Alvarez-Hamelin","J. Ignacio Alvarez-Hamelin","Author"
"author_Alain_Barrat","Alain Barrat","Author"
"author_Alexei_Vzquez","Alexei Vzquez","Author"
"author_Alessandro_Vespignani","Alessandro Vespignani","Author"
"author_Gil_Sadeh","Gil Sadeh","Author"
"author_Lior_Fritz","Lior Fritz","Author"
"author_Gabi_Shalev","Gabi Shalev","Author"
"author_Eduard_Oks","Eduard Oks","Author"
"author_Ayoub_Jadouli","Ayoub Jadouli","Author"
"author_Chaker_El_Amrani","Chaker El Amrani","Author"
"author_Shengchao_Liu","Shengchao Liu","Author"
"author_Hongyu_Guo","Hongyu Guo","Author"
"author_Jian_Tang_0005","Jian Tang 0005","Author"
"author_Chen_Feng","Chen Feng","Author"
"author_Ioannis_Patras","Ioannis Patras","Author"
"author_Lin_Chen_0009","Lin Chen 0009","Author"
"author_Deshi_Ye","Deshi Ye","Author"
"author_Guochuan_Zhang","Guochuan Zhang","Author"
"author_Marc_Hellmuth","Marc Hellmuth","Author"
"author_Adrian_Fritz","Adrian Fritz","Author"
"author_Nicolas_Wieseke","Nicolas Wieseke","Author"
"author_Peter_F._Stadler","Peter F. Stadler","Author"
"author_Shashank_Kotyan","Shashank Kotyan","Author"
"author_Pin-Yu_Chen","Pin-Yu Chen","Author"
"author_Danilo_Vasconcellos_Vargas","Danilo Vasconcellos Vargas","Author"
"author_Rupak_Majumdar","Rupak Majumdar","Author"
"author_Kaushik_Mallik","Kaushik Mallik","Author"
"author_Anne-Kathrin_Schmuck","Anne-Kathrin Schmuck","Author"
"author_Ievgen_Redko","Ievgen Redko","Author"
"author_Titouan_Vayer","Titouan Vayer","Author"
"author_Rmi_Flamary","Rmi Flamary","Author"
"author_Nicolas_Courty","Nicolas Courty","Author"
"author_Tristan_Ballard","Tristan Ballard","Author"
"author_Matthew_Cooper_0006","Matthew Cooper 0006","Author"
"author_Chris_Lowrie","Chris Lowrie","Author"
"author_Gopal_Erinjippurath","Gopal Erinjippurath","Author"
"author_Md._Nazmul_Kabir_Sikder","Md. Nazmul Kabir Sikder","Author"
"author_Feras_A._Batarseh","Feras A. Batarseh","Author"
"author_Serge_Gaspers","Serge Gaspers","Author"
"author_Gregory_B._Sorkin","Gregory B. Sorkin","Author"
"author_Dong_Wei_0004","Dong Wei 0004","Author"
"author_Shilei_Cao_0001","Shilei Cao 0001","Author"
"author_Kai_Ma_0002","Kai Ma 0002","Author"
"author_Yefeng_Zheng_0001","Yefeng Zheng 0001","Author"
"author_Avishek_Joey_Bose","Avishek Joey Bose","Author"
"author_Huan_Ling","Huan Ling","Author"
"author_Yanshuai_Cao","Yanshuai Cao","Author"
"author_Leonard_Bradatsch","Leonard Bradatsch","Author"
"author_Oleksandr_Miroshkin","Oleksandr Miroshkin","Author"
"author_Natasa_Trkulja","Natasa Trkulja","Author"
"author_Frank_Kargl","Frank Kargl","Author"
"author_Steven_Kolawole","Steven Kolawole","Author"
"author_Don_Kurian_Dennis","Don Kurian Dennis","Author"
"author_Ameet_Talwalkar","Ameet Talwalkar","Author"
"author_Virginia_Smith","Virginia Smith","Author"
"author_Yun_Kuen_Cheung","Yun Kuen Cheung","Author"
"author_Georgios_Piliouras","Georgios Piliouras","Author"
"author_Brett_W._Israelsen","Brett W. Israelsen","Author"
"author_Nisar_R._Ahmed","Nisar R. Ahmed","Author"
"author_Eric_W._Frew","Eric W. Frew","Author"
"author_Dale_A._Lawrence","Dale A. Lawrence","Author"
"author_Brian_Argrow","Brian Argrow","Author"
"author_Xin_Yuan","Xin Yuan","Author"
"author_Rana_Hanocka","Rana Hanocka","Author"
"author_Michael_Maire","Michael Maire","Author"
"author_Tony_Clark_0001","Tony Clark 0001","Author"
"author_Paul_Sammut","Paul Sammut","Author"
"author_James_S._Willans","James S. Willans","Author"
"author_Dongho_Lee","Dongho Lee","Author"
"author_Jongseo_Lee","Jongseo Lee","Author"
"author_Jinwoo_Choi_0001","Jinwoo Choi 0001","Author"
"author_Liat_Peterfreund","Liat Peterfreund","Author"
"author_Anatoliy_A._Platonov","Anatoliy A. Platonov","Author"
"author_Christian_Marzahl","Christian Marzahl","Author"
"author_Christof_A._Bertram","Christof A. Bertram","Author"
"author_Marc_Aubreville","Marc Aubreville","Author"
"author_Anne_Petrick","Anne Petrick","Author"
"author_Kristina_Weiler","Kristina Weiler","Author"
"author_Agnes_C._Glsel","Agnes C. Glsel","Author"
"author_Marco_Fragoso","Marco Fragoso","Author"
"author_Sophie_Merz","Sophie Merz","Author"
"author_Florian_Bartenschlager","Florian Bartenschlager","Author"
"author_Judith_Hoppe","Judith Hoppe","Author"
"author_Alina_Langenhagen","Alina Langenhagen","Author"
"author_Anne-Katherine_Jasensky","Anne-Katherine Jasensky","Author"
"author_Jrn_Voigt","Jrn Voigt","Author"
"author_Robert_Klopfleisch","Robert Klopfleisch","Author"
"author_Andreas_K._Maier","Andreas K. Maier","Author"
"author_Yan_Wang_0068","Yan Wang 0068","Author"
"author_Wei_Song_0007","Wei Song 0007","Author"
"author_Giancarlo_Fortino","Giancarlo Fortino","Author"
"author_Lizhe_Qi","Lizhe Qi","Author"
"author_Wenqiang_Zhang","Wenqiang Zhang","Author"
"author_Antonio_Liotta","Antonio Liotta","Author"
"author_Thomas_O'Leary-Roseberry","Thomas O'Leary-Roseberry","Author"
"author_Nick_Alger","Nick Alger","Author"
"author_Omar_Ghattas","Omar Ghattas","Author"
"author_Bjrn_Ltjens","Bjrn Ltjens","Author"
"author_Michael_Everett","Michael Everett","Author"
"author_Jonathan_P._How","Jonathan P. How","Author"
"author_Manuel_Gnther","Manuel Gnther","Author"
"author_Peiyun_Hu","Peiyun Hu","Author"
"author_Christian_Herrmann_0001","Christian Herrmann 0001","Author"
"author_Chi-Ho_Chan","Chi-Ho Chan","Author"
"author_Min_Jiang_0003","Min Jiang 0003","Author"
"author_Shufan_Yang","Shufan Yang","Author"
"author_Akshay_Raj_Dhamija","Akshay Raj Dhamija","Author"
"author_Deva_Ramanan","Deva Ramanan","Author"
"author_Jrgen_Beyerer","Jrgen Beyerer","Author"
"author_Josef_Kittler","Josef Kittler","Author"
"author_Mohamad_Al_Jazaery","Mohamad Al Jazaery","Author"
"author_Mohammad_Iqbal_Nouyed","Mohammad Iqbal Nouyed","Author"
"author_Cezary_Stankiewicz","Cezary Stankiewicz","Author"
"author_Terrance_E._Boult","Terrance E. Boult","Author"
"author_Johanna_Carvajal","Johanna Carvajal","Author"
"author_Chris_McCool","Chris McCool","Author"
"author_Conrad_Sanderson","Conrad Sanderson","Author"
"author_Meyer_Scetbon","Meyer Scetbon","Author"
"author_Marco_Cuturi","Marco Cuturi","Author"
"author_Chaoyang_He_0001","Chaoyang He 0001","Author"
"author_Murali_Annavaram","Murali Annavaram","Author"
"author_Salman_Avestimehr","Salman Avestimehr","Author"
"author_Ya-Liang_Chang","Ya-Liang Chang","Author"
"author_Kuan-Ying_Lee","Kuan-Ying Lee","Author"
"author_Po-Yu_Wu","Po-Yu Wu","Author"
"author_Hung-yi_Lee","Hung-yi Lee","Author"
"author_Winston_H._Hsu","Winston H. Hsu","Author"
"author_Xingtong_Yang","Xingtong Yang","Author"
"author_Xinzhuo_Hu","Xinzhuo Hu","Author"
"author_Liangchao_Zhu","Liangchao Zhu","Author"
"author_Ming_Li","Ming Li","Author"
"author_Gaurav_Sahu","Gaurav Sahu","Author"
"author_Olga_Vechtomova","Olga Vechtomova","Author"
"author_Issam_H._Laradji","Issam H. Laradji","Author"
"author_Changyue_Wang","Changyue Wang","Author"
"author_Weihang_Su","Weihang Su","Author"
"author_Yiran_Hu","Yiran Hu","Author"
"author_Qingyao_Ai","Qingyao Ai","Author"
"author_Yueyue_Wu","Yueyue Wu","Author"
"author_Cheng_Luo_0001","Cheng Luo 0001","Author"
"author_Yiqun_Liu_0001","Yiqun Liu 0001","Author"
"author_Min_Zhang_0006","Min Zhang 0006","Author"
"author_Shaoping_Ma","Shaoping Ma","Author"
"author_Jason_Wei","Jason Wei","Author"
"author_Maarten_Bosma","Maarten Bosma","Author"
"author_Vincent_Y._Zhao","Vincent Y. Zhao","Author"
"author_Kelvin_Guu","Kelvin Guu","Author"
"author_Adams_Wei_Yu","Adams Wei Yu","Author"
"author_Brian_Lester","Brian Lester","Author"
"author_Nan_Du_0002","Nan Du 0002","Author"
"author_Andrew_M._Dai","Andrew M. Dai","Author"
"author_Quoc_V._Le","Quoc V. Le","Author"
"author_Yunsong_Luo","Yunsong Luo","Author"
"author_Wenyu_Chen_0004","Wenyu Chen 0004","Author"
"author_Ling_Zhan","Ling Zhan","Author"
"author_Jiang_Qiu","Jiang Qiu","Author"
"author_Tao_Jia_0001","Tao Jia 0001","Author"
"author_Cristian_Prisacariu","Cristian Prisacariu","Author"
"author_Asma_Rani","Asma Rani","Author"
"author_Navneet_Goyal","Navneet Goyal","Author"
"author_Shashi_K._Gadia","Shashi K. Gadia","Author"
"author_Ross_D._King","Ross D. King","Author"
"author_Michael_J._E._Sternberg","Michael J. E. Sternberg","Author"
"author_Ashwin_Srinivasan_0001","Ashwin Srinivasan 0001","Author"
